employee_id,wave_number,survey_date,response_flag,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future
E06309,1,2024-03-05,True,2.8,3.34,3.99,4.82,2.02,4.19,2.85,3.49
E06309,2,2024-07-02,True,2.03,2.21,3.41,4.68,2.18,3.09,3.3,2.71
E06309,3,2024-09-04,True,2.74,3.12,3.51,4.31,2.41,3.26,3.67,3.64
E06309,4,2025-02-06,True,2.17,2.91,4.11,4.56,2.44,2.22,3.47,3.86
E06309,5,2025-07-30,True,2.45,2.56,3.64,4.36,2.78,2.61,3.75,3.26
E06310,1,2024-03-04,True,4.05,2.86,2.96,2.89,2.71,2.7,2.48,3.44
E06310,2,2024-07-01,True,4.01,2.97,2.96,3.33,2.36,2.19,2.59,4.26
E06310,3,2024-10-31,True,3.42,3.88,3.1,2.76,1.99,2.48,2.39,4.48
E06310,4,2025-01-26,True,2.2,2.88,3.02,3.68,2.7,2.6,2.15,4.89
E06310,5,2025-07-31,True,1.14,2.96,3.11,3.45,2.76,3.42,2.64,4.39
E06311,1,2024-02-28,True,3.87,4.19,3.82,3.84,3.86,2.99,4.22,4.02
E06311,2,2024-06-30,True,4.65,4.34,3.04,3.6,3.57,3.56,3.92,3.76
E06311,3,2024-09-03,True,4.59,4.44,3.86,3.78,4.22,3.32,4.35,4.0
E06311,4,2025-02-06,True,4.25,5.0,4.16,3.08,4.05,3.16,3.73,3.51
E06311,5,2025-07-26,True,4.52,4.47,3.49,2.74,4.83,3.76,3.93,3.6
E06312,1,2024-03-05,False,,,,,,,,
E06312,2,2024-07-04,True,2.83,3.78,3.59,3.26,3.23,2.47,1.5,3.95
E06312,3,2024-09-13,True,2.48,4.35,2.9,3.79,2.73,2.74,1.53,3.18
E06312,4,2025-01-28,True,2.28,4.26,2.16,4.12,3.34,2.36,1.05,2.35
E06312,5,2025-07-31,True,3.33,3.95,2.66,4.6,2.33,3.35,1.0,1.84
E06313,1,2024-02-29,False,,,,,,,,
E06313,2,2024-07-03,True,2.79,3.28,3.99,1.55,3.91,3.56,3.62,3.26
E06313,3,2024-09-22,True,2.3,2.54,3.06,1.75,4.31,3.83,2.73,3.61
E06313,4,2025-02-08,True,2.87,2.05,2.39,1.61,5.0,3.27,2.38,3.8
E06313,5,2025-07-30,True,3.47,2.87,2.42,1.57,4.98,3.91,3.35,3.14
E06314,1,2024-02-24,True,2.33,3.3,2.83,3.26,3.47,3.69,3.54,3.12
E06314,2,2024-07-04,True,2.53,4.23,3.05,3.97,1.99,3.94,2.98,2.75
E06314,3,2024-10-20,True,2.5,4.34,2.13,4.43,2.24,3.71,3.42,3.22
E06314,4,2025-02-04,False,,,,,,,,
E06314,5,2025-07-30,False,,,,,,,,
E06315,1,2024-02-26,True,3.39,2.18,3.5,3.61,1.99,2.25,3.18,2.53
E06315,2,2024-06-28,True,2.86,2.13,4.11,2.78,1.1,1.15,1.73,1.45
E06315,3,2024-09-17,False,,,,,,,,
E06315,4,2025-01-30,False,,,,,,,,
E06317,1,2024-03-04,False,,,,,,,,
E06317,2,2024-06-24,True,3.31,3.27,2.97,2.83,3.09,1.97,2.31,2.19
E06317,3,2024-09-10,False,,,,,,,,
E06317,4,2025-02-08,True,3.28,3.01,2.7,2.75,3.73,2.12,4.3,2.32
E06317,5,2025-08-03,False,,,,,,,,
E06318,1,2024-03-02,True,2.49,3.63,3.65,4.27,3.09,4.67,1.91,2.73
E06318,2,2024-06-29,True,2.8,3.85,3.54,3.84,2.5,5.0,2.2,3.05
E06318,3,2024-10-29,True,2.85,4.32,3.14,2.91,2.97,3.69,2.99,3.27
E06318,4,2025-01-30,True,4.07,4.19,3.18,3.5,4.1,4.37,3.02,3.77
E06318,5,2025-08-02,True,2.66,5.0,2.93,5.0,3.74,3.85,3.16,3.66
E06319,1,2024-03-07,True,3.66,3.81,3.99,4.06,4.26,3.05,3.79,4.65
E06319,2,2024-07-07,True,4.53,3.91,4.5,4.07,4.69,3.61,4.46,3.68
E06319,3,2024-09-24,True,4.34,3.67,4.39,4.04,4.48,4.93,4.64,4.7
E06319,4,2025-02-08,True,2.97,2.83,4.7,2.84,3.79,5.0,5.0,4.26
E06319,5,2025-08-07,True,3.39,3.32,4.92,2.94,4.04,4.73,4.09,4.23
E06320,1,2024-02-23,True,3.31,1.4,3.28,3.26,3.21,3.09,3.3,2.69
E06320,2,2024-07-03,False,,,,,,,,
E06320,3,2024-09-03,True,3.41,1.0,3.04,2.8,3.35,2.4,3.38,2.26
E06320,4,2025-01-30,True,3.29,1.0,2.86,3.17,2.91,2.21,4.03,2.83
E06320,5,2025-08-02,True,2.94,2.44,3.35,4.61,2.33,2.13,3.84,2.68
E06322,1,2024-02-23,True,2.39,2.98,5.0,3.06,4.04,3.24,1.82,4.21
E06322,2,2024-06-30,True,2.21,2.73,4.18,4.26,3.7,3.73,1.64,3.39
E06322,3,2024-09-09,True,3.44,1.44,4.65,4.25,4.21,4.2,2.04,4.88
E06322,4,2025-01-29,True,3.68,2.26,5.0,4.56,3.38,3.96,2.45,4.72
E06322,5,2025-07-26,True,3.61,2.24,4.23,4.67,4.1,3.14,2.5,5.0
E06323,1,2024-03-05,True,4.19,3.75,3.6,2.96,3.72,3.37,4.17,4.68
E06323,2,2024-06-26,True,3.04,3.96,4.66,2.49,3.37,2.62,4.44,4.9
E06323,3,2024-09-26,True,3.7,3.3,4.23,2.05,2.47,2.99,4.39,3.69
E06323,4,2025-02-05,True,3.79,3.48,4.26,1.76,3.11,3.62,3.61,3.79
E06323,5,2025-07-29,True,2.03,2.74,3.69,1.9,3.93,3.42,3.28,3.85
E06324,1,2024-03-06,True,2.05,3.27,2.63,2.9,2.89,4.24,3.23,3.46
E06324,2,2024-07-02,True,1.2,3.38,2.2,3.03,2.51,4.54,2.91,3.27
E06324,3,2024-09-11,True,1.0,4.49,2.11,2.05,3.05,4.75,3.26,3.65
E06324,4,2025-02-05,True,1.22,4.38,2.19,2.88,2.35,3.78,3.86,2.9
E06324,5,2025-07-27,True,1.8,3.34,2.73,3.27,2.28,3.73,3.01,2.67
E06325,1,2024-02-28,True,4.06,3.1,2.98,1.22,1.96,2.14,2.28,1.95
E06325,2,2024-06-28,True,4.08,2.58,2.92,1.0,1.76,2.37,2.18,2.8
E06325,3,2024-10-26,True,4.33,2.62,3.37,1.0,1.95,2.81,1.28,3.44
E06325,4,2025-02-01,True,3.71,3.64,3.3,1.1,1.44,2.8,1.02,3.52
E06325,5,2025-07-31,True,2.67,3.47,3.52,1.21,1.51,2.07,1.0,2.71
E06326,1,2024-02-24,True,3.11,3.27,3.47,2.67,3.93,3.77,4.04,2.31
E06326,2,2024-07-03,True,2.24,2.81,3.44,3.04,3.15,5.0,4.78,2.84
E06326,3,2024-09-01,True,2.91,3.32,3.24,2.85,3.74,4.16,4.41,2.72
E06326,4,2025-02-04,True,3.46,2.78,4.24,4.35,3.98,4.63,4.04,3.43
E06326,5,2025-07-31,True,2.02,3.52,3.93,3.73,3.9,4.8,4.05,3.27
E06327,1,2024-02-23,False,,,,,,,,
E06327,2,2024-07-06,True,5.0,5.0,4.58,4.32,4.78,4.29,5.0,5.0
E06327,3,2024-10-06,False,,,,,,,,
E06329,1,2024-02-24,True,1.93,4.14,3.93,3.85,4.52,3.08,3.78,5.0
E06329,2,2024-07-06,True,2.89,3.14,3.97,3.25,3.97,4.49,2.72,5.0
E06329,3,2024-09-04,True,3.03,3.39,3.75,3.43,3.46,3.52,3.19,4.04
E06329,4,2025-01-28,True,2.22,3.49,4.17,2.26,3.38,4.29,3.76,3.54
E06329,5,2025-07-31,True,2.92,4.35,4.43,2.61,3.92,4.23,3.15,3.19
E06330,1,2024-03-02,True,2.55,3.8,2.62,2.8,3.44,2.73,2.37,4.0
E06330,2,2024-06-24,True,1.83,3.6,3.21,2.19,4.75,3.34,2.36,5.0
E06330,3,2024-10-08,True,2.23,3.89,3.67,2.53,4.15,2.94,2.01,4.36
E06330,4,2025-01-31,True,2.99,3.18,3.97,3.28,3.88,3.15,2.03,4.29
E06330,5,2025-08-05,True,4.67,4.01,4.15,4.96,3.03,4.05,2.26,3.6
E06331,1,2024-02-25,True,3.12,3.17,2.45,3.58,2.32,2.43,2.83,4.15
E06331,2,2024-07-07,True,3.33,3.59,1.17,3.36,2.28,2.63,2.46,4.48
E06331,3,2024-10-30,True,3.57,3.25,1.0,3.32,1.82,2.54,2.8,2.95
E06331,4,2025-02-08,True,4.21,2.25,2.1,3.79,3.14,2.96,3.13,3.35
E06331,5,2025-08-02,True,4.2,2.39,2.81,2.95,2.72,2.24,2.75,3.57
E06332,1,2024-02-25,True,4.53,2.68,3.33,4.9,4.3,2.14,2.42,2.88
E06332,2,2024-07-02,True,4.57,1.91,3.09,4.08,3.11,2.11,2.79,3.06
E06332,3,2024-10-24,False,,,,,,,,
E06332,4,2025-02-02,False,,,,,,,,
E06332,5,2025-08-04,True,4.98,2.22,3.35,2.57,3.23,3.39,3.08,3.06
E06333,1,2024-02-24,True,3.8,1.85,3.32,5.0,3.34,2.58,4.08,4.79
E06333,2,2024-06-24,True,3.43,2.25,2.08,4.03,2.6,3.61,4.05,3.83
E06333,3,2024-10-23,True,3.65,2.68,2.21,4.2,2.78,3.49,3.73,4.25
E06333,4,2025-02-06,True,4.17,3.24,3.02,4.98,3.89,4.41,3.69,4.62
E06333,5,2025-08-05,True,4.74,3.44,3.13,4.5,3.88,3.27,4.23,3.7
E06334,1,2024-03-02,True,2.65,3.34,3.16,1.44,2.76,3.67,2.55,3.0
E06334,2,2024-07-04,True,1.99,3.67,2.87,1.64,2.77,4.09,2.84,3.3
E06334,3,2024-10-24,True,2.37,4.27,2.62,2.03,1.79,4.47,3.16,3.23
E06334,4,2025-01-31,True,3.4,2.99,3.27,2.79,1.99,3.38,2.72,2.52
E06334,5,2025-07-26,True,3.0,2.95,2.53,1.65,1.7,3.65,4.1,2.54
E06335,1,2024-03-04,False,,,,,,,,
E06335,2,2024-07-01,False,,,,,,,,
E06335,3,2024-09-21,True,4.1,4.36,2.73,3.96,2.58,3.61,3.14,3.09
E06335,4,2025-01-26,True,4.85,4.29,3.23,3.53,2.19,3.46,2.34,3.71
E06335,5,2025-07-29,True,4.29,3.82,2.75,3.83,2.21,2.81,2.03,2.92
E06336,1,2024-03-05,True,2.13,2.65,2.37,2.84,2.4,3.37,3.23,2.36
E06336,2,2024-06-30,False,,,,,,,,
E06338,1,2024-02-26,True,3.42,3.53,4.22,3.52,3.05,4.03,3.7,2.58
E06338,2,2024-07-04,True,3.61,4.02,3.63,3.18,2.8,4.17,3.92,3.32
E06338,3,2024-10-02,True,3.74,4.15,5.0,2.95,1.95,4.33,4.01,4.47
E06338,4,2025-02-01,True,4.03,4.16,3.86,3.54,1.7,4.4,4.97,3.08
E06339,1,2024-03-02,True,4.84,3.5,4.08,3.43,3.95,2.9,3.7,5.0
E06339,2,2024-07-01,True,4.61,3.69,3.51,3.66,4.69,3.32,3.24,5.0
E06339,3,2024-09-03,True,5.0,4.02,3.88,4.52,4.51,3.29,1.98,4.51
E06339,4,2025-02-01,False,,,,,,,,
E06339,5,2025-07-30,True,5.0,3.88,3.99,4.65,4.68,2.78,1.5,4.92
E06340,1,2024-03-06,True,2.43,2.64,3.53,3.63,3.54,3.3,2.26,2.54
E06340,2,2024-06-28,True,2.68,2.76,3.12,4.44,4.11,4.21,2.0,1.92
E06340,3,2024-10-21,True,2.04,2.56,3.13,4.64,3.21,4.51,2.91,2.23
E06340,4,2025-01-28,True,2.1,2.47,3.59,4.37,3.0,4.75,3.08,2.93
E06340,5,2025-08-04,True,2.41,3.35,3.14,3.86,3.52,3.98,3.28,2.89
E06342,1,2024-02-23,True,3.52,4.26,4.88,4.03,2.48,4.4,4.56,3.57
E06342,2,2024-06-27,True,3.39,4.97,4.86,3.86,3.12,4.6,4.13,4.12
E06342,3,2024-09-13,True,2.5,4.74,4.7,5.0,4.64,3.99,4.16,3.7
E06342,4,2025-02-03,True,2.78,4.13,5.0,5.0,3.91,4.15,4.3,4.27
E06342,5,2025-07-30,True,2.18,5.0,5.0,4.25,3.24,3.26,4.25,2.99
E06343,1,2024-02-25,True,2.43,1.9,3.57,3.56,2.7,2.21,3.42,4.18
E06343,2,2024-06-28,True,2.46,2.2,2.75,4.54,2.94,2.17,3.12,3.12
E06343,3,2024-10-20,True,2.05,1.38,2.96,3.61,2.17,1.87,2.8,2.8
E06343,4,2025-01-26,True,2.47,3.27,2.47,3.86,1.41,1.96,3.53,1.66
E06343,5,2025-07-26,True,3.12,2.27,1.96,4.16,1.17,1.93,3.29,1.61
E06344,1,2024-03-07,True,3.73,3.65,3.09,1.72,4.19,3.81,4.07,3.1
E06344,2,2024-06-24,True,4.03,2.92,3.6,2.81,4.28,4.17,3.25,2.44
E06344,3,2024-09-15,True,3.41,3.64,2.93,2.55,3.88,3.3,2.96,3.02
E06344,4,2025-02-06,True,2.76,3.91,2.67,1.81,3.29,2.31,1.79,2.08
E06344,5,2025-07-25,True,3.07,3.7,3.21,1.81,2.21,3.11,2.79,1.94
E06345,1,2024-03-07,False,,,,,,,,
E06345,2,2024-07-05,True,3.16,2.6,3.46,3.64,3.87,4.1,2.27,4.31
E06345,3,2024-09-22,True,3.28,1.81,3.58,3.74,3.61,3.67,3.29,4.46
E06345,4,2025-02-04,True,3.49,1.05,3.37,4.94,3.18,4.76,2.5,4.94
E06345,5,2025-07-26,False,,,,,,,,
E06346,1,2024-02-23,False,,,,,,,,
E06346,2,2024-06-24,True,3.58,4.76,4.17,3.76,2.74,4.51,2.0,3.3
E06346,3,2024-10-05,True,3.13,5.0,2.88,3.09,3.38,5.0,2.73,4.19
E06346,4,2025-02-04,True,2.18,4.45,3.51,2.79,3.75,4.64,3.26,2.91
E06346,5,2025-08-05,True,1.52,4.9,4.46,3.38,3.74,3.77,2.69,4.16
E06347,1,2024-03-05,True,3.16,4.24,3.31,2.87,2.15,2.89,4.17,2.98
E06347,2,2024-06-28,False,,,,,,,,
E06347,3,2024-10-06,False,,,,,,,,
E06347,4,2025-02-06,False,,,,,,,,
E06347,5,2025-08-06,True,3.28,4.85,2.15,3.21,2.07,3.62,2.91,3.21
E06348,1,2024-02-29,True,5.0,2.63,3.99,4.96,3.41,4.34,4.15,4.33
E06348,2,2024-06-28,True,5.0,3.29,3.53,4.99,3.56,4.2,3.75,2.87
E06348,3,2024-10-28,True,5.0,3.3,4.45,5.0,4.45,4.86,4.81,2.05
E06348,4,2025-02-05,True,5.0,3.38,3.97,4.57,4.43,5.0,3.79,2.53
E06348,5,2025-07-27,True,4.22,3.96,4.05,4.17,3.69,4.38,3.65,3.6
E06349,1,2024-03-03,True,3.84,4.33,3.74,4.05,3.99,3.4,2.61,3.09
E06349,2,2024-07-08,True,4.94,3.89,4.76,4.33,3.66,3.52,2.9,3.07
E06349,3,2024-09-19,True,3.71,3.37,3.9,4.01,3.03,3.72,2.51,2.77
E06349,4,2025-02-07,True,3.42,3.62,3.45,3.87,3.39,2.96,2.49,3.42
E06349,5,2025-07-31,True,3.74,3.33,3.39,3.24,3.27,3.71,2.69,1.94
E06350,1,2024-02-26,True,3.01,2.15,3.47,3.22,1.76,2.79,2.29,2.4
E06350,2,2024-06-27,True,3.03,2.66,3.38,2.72,1.82,1.86,3.42,2.48
E06350,3,2024-10-07,True,2.81,2.48,4.45,3.22,1.38,1.4,3.34,1.86
E06350,4,2025-02-04,True,2.53,3.06,4.1,4.71,1.0,1.92,2.65,2.8
E06350,5,2025-08-06,True,3.53,3.12,3.06,4.28,1.75,2.86,2.66,3.19
E06351,1,2024-02-26,True,4.57,3.98,3.88,2.5,4.34,3.7,1.85,3.44
E06351,2,2024-07-02,True,4.24,4.3,5.0,3.15,3.5,3.5,1.2,4.06
E06351,3,2024-09-20,False,,,,,,,,
E06351,4,2025-02-06,False,,,,,,,,
E06351,5,2025-07-29,True,3.85,4.4,4.97,2.85,3.31,3.34,1.0,3.78
E06352,1,2024-02-29,False,,,,,,,,
E06352,2,2024-07-06,True,3.77,4.15,4.41,4.31,5.0,4.08,5.0,5.0
E06352,3,2024-10-06,True,3.25,4.33,4.7,5.0,5.0,3.82,3.42,4.86
E06352,4,2025-01-31,True,3.86,4.86,4.43,5.0,5.0,3.82,3.83,4.66
E06353,1,2024-03-07,False,,,,,,,,
E06353,2,2024-07-03,True,2.53,2.63,1.09,2.02,2.08,2.5,3.09,3.08
E06353,3,2024-09-05,False,,,,,,,,
E06353,4,2025-01-26,True,3.33,2.35,1.03,1.59,2.79,2.38,3.22,3.48
E06353,5,2025-08-02,True,3.35,1.46,1.0,1.99,2.58,1.99,3.9,2.4
E06354,1,2024-03-06,False,,,,,,,,
E06354,2,2024-06-30,True,1.66,1.73,4.01,2.27,2.37,2.08,3.27,2.21
E06354,3,2024-09-06,True,1.88,1.62,4.51,2.94,2.06,1.82,2.63,2.85
E06354,4,2025-01-27,False,,,,,,,,
E06354,5,2025-07-30,True,1.51,1.37,4.53,2.22,2.34,2.47,2.24,2.86
E06355,1,2024-02-25,True,3.86,3.49,4.4,5.0,5.0,4.05,3.5,4.53
E06355,2,2024-06-30,True,3.37,3.46,5.0,5.0,4.78,4.49,3.55,5.0
E06355,3,2024-10-15,True,2.96,2.26,4.76,5.0,4.39,3.85,2.72,5.0
E06355,4,2025-01-27,True,3.8,2.89,4.75,4.32,4.34,4.21,3.51,5.0
E06355,5,2025-08-03,True,3.67,3.79,4.66,4.99,4.76,3.92,3.54,5.0
E06356,1,2024-03-01,True,4.3,4.31,4.58,3.41,3.95,4.42,3.76,3.83
E06356,2,2024-07-06,True,4.53,3.61,5.0,3.19,5.0,3.68,3.55,3.7
E06356,3,2024-10-16,True,3.92,3.39,4.88,2.73,4.38,3.91,3.59,3.32
E06356,4,2025-01-26,True,5.0,2.84,5.0,2.03,3.77,4.42,5.0,3.27
E06356,5,2025-07-31,False,,,,,,,,
E06357,1,2024-03-04,True,5.0,3.8,4.44,4.58,4.22,3.52,3.61,4.62
E06357,2,2024-06-24,False,,,,,,,,
E06357,3,2024-10-01,False,,,,,,,,
E06357,4,2025-01-31,True,5.0,3.99,4.28,3.94,3.53,4.44,4.49,4.71
E06357,5,2025-08-06,True,5.0,4.78,3.3,4.19,4.11,3.35,4.35,4.52
E06360,1,2024-03-08,True,3.26,3.75,3.75,4.03,4.35,4.52,4.74,3.34
E06360,2,2024-07-03,True,3.5,4.54,2.41,3.95,3.6,5.0,3.61,3.42
E06360,3,2024-10-25,False,,,,,,,,
E06360,4,2025-02-08,True,3.64,3.37,3.69,3.72,4.1,4.15,4.31,3.32
E06360,5,2025-07-28,True,2.93,3.06,3.28,3.74,4.31,4.03,5.0,3.86
E06361,1,2024-02-27,False,,,,,,,,
E06361,2,2024-07-03,False,,,,,,,,
E06361,3,2024-09-29,True,3.67,2.82,2.97,3.71,3.09,2.98,4.24,4.04
E06361,4,2025-02-05,True,3.17,2.9,3.19,3.74,3.23,2.91,3.87,3.55
E06361,5,2025-08-07,True,3.97,3.57,3.61,3.55,2.7,3.61,3.94,3.75
E06362,1,2024-03-06,True,3.91,1.39,2.96,3.34,3.41,4.5,2.6,2.85
E06362,2,2024-06-28,False,,,,,,,,
E06363,1,2024-03-08,True,2.49,2.4,1.0,1.76,2.45,1.9,1.13,3.44
E06363,2,2024-07-01,False,,,,,,,,
E06363,3,2024-10-25,True,2.75,2.55,1.0,3.6,2.25,3.19,1.04,3.79
E06363,4,2025-02-06,True,3.04,2.36,1.86,2.85,1.99,2.08,1.05,4.22
E06363,5,2025-08-04,True,3.18,2.81,2.96,2.13,1.24,2.33,1.75,4.99
E06364,1,2024-02-29,True,2.64,3.6,4.12,3.26,2.67,1.91,3.34,4.76
E06364,2,2024-07-04,True,2.37,3.3,4.69,3.11,1.9,1.36,2.88,4.91
E06364,3,2024-09-12,True,2.27,2.99,4.08,3.47,1.83,1.16,3.33,4.99
E06364,4,2025-01-29,True,2.34,3.14,4.23,3.26,3.44,1.75,3.18,4.26
E06364,5,2025-08-04,True,2.9,3.59,4.34,4.05,3.81,1.48,3.85,4.46
E06365,1,2024-02-27,True,4.28,2.22,2.32,2.82,2.52,3.83,2.77,2.57
E06365,2,2024-06-30,True,4.44,2.13,3.82,2.32,2.42,2.32,2.99,3.75
E06365,3,2024-09-05,True,3.3,1.96,3.17,2.79,2.54,2.25,3.43,3.38
E06365,4,2025-01-27,True,3.2,1.93,4.63,2.98,1.57,2.34,4.02,2.76
E06365,5,2025-08-01,True,2.59,2.24,3.9,2.48,2.28,3.69,3.43,3.0
E06366,1,2024-02-23,False,,,,,,,,
E06366,2,2024-06-24,True,2.38,3.66,3.75,2.73,2.14,4.58,1.82,3.5
E06366,3,2024-09-06,False,,,,,,,,
E06366,4,2025-02-01,True,2.13,3.19,5.0,2.55,2.77,4.02,3.18,4.24
E06367,1,2024-02-29,True,2.96,1.88,3.13,2.94,3.41,5.0,3.04,2.64
E06367,2,2024-07-05,True,2.56,1.5,2.35,2.92,3.04,5.0,3.47,2.21
E06367,3,2024-09-27,True,2.23,2.87,3.71,2.82,4.14,5.0,4.11,2.14
E06367,4,2025-02-05,True,2.54,2.61,2.1,2.97,3.49,4.08,4.84,2.13
E06367,5,2025-07-26,True,2.85,2.6,2.16,2.73,4.14,3.71,4.94,1.35
E06368,1,2024-03-04,True,3.23,2.08,3.37,3.08,2.4,3.17,3.98,3.73
E06368,2,2024-07-03,True,4.87,2.21,3.23,3.91,2.29,4.32,2.35,4.34
E06368,3,2024-10-08,True,3.55,2.58,2.98,4.22,2.68,4.65,1.44,2.77
E06368,4,2025-01-31,False,,,,,,,,
E06368,5,2025-08-01,True,2.19,3.23,3.22,4.23,1.82,4.28,2.19,2.12
E06369,1,2024-03-03,True,4.08,3.7,3.56,4.17,4.46,3.81,4.57,2.88
E06369,2,2024-07-02,True,3.97,3.76,4.75,4.1,4.15,3.34,4.27,1.79
E06369,3,2024-09-09,True,2.77,2.81,4.61,5.0,4.35,3.75,3.88,1.95
E06369,4,2025-01-28,True,2.19,2.79,4.71,3.5,4.61,3.12,4.63,2.67
E06369,5,2025-08-05,True,2.97,2.94,4.9,3.18,4.18,1.56,4.95,1.85
E06370,1,2024-02-25,False,,,,,,,,
E06370,2,2024-06-28,True,2.91,3.5,2.38,4.33,4.21,4.65,4.1,4.64
E06370,3,2024-10-07,True,2.41,4.93,3.16,3.57,4.22,4.42,3.42,3.38
E06370,4,2025-01-30,True,3.44,3.67,2.71,3.66,3.93,4.9,2.58,3.24
E06370,5,2025-08-06,True,3.86,4.83,3.46,3.17,4.07,3.76,3.53,2.75
E06371,1,2024-03-08,True,3.04,2.37,3.18,1.44,2.04,1.73,2.38,2.42
E06371,2,2024-07-05,True,2.45,2.96,3.62,2.09,2.78,2.2,2.08,1.66
E06371,3,2024-10-12,False,,,,,,,,
E06371,4,2025-02-04,True,2.38,2.76,3.7,1.91,2.9,1.78,2.47,2.61
E06371,5,2025-07-30,True,3.15,2.27,3.68,2.17,3.37,1.22,1.76,3.05
E06372,1,2024-02-29,False,,,,,,,,
E06372,2,2024-06-26,True,4.68,4.35,3.61,3.71,3.03,3.84,3.69,2.83
E06372,3,2024-10-15,False,,,,,,,,
E06372,4,2025-02-05,True,5.0,3.75,3.75,2.87,2.63,3.71,2.72,2.18
E06372,5,2025-08-06,False,,,,,,,,
E06373,1,2024-02-29,True,3.92,3.23,3.99,2.73,4.48,5.0,3.12,3.98
E06373,2,2024-06-27,True,4.82,2.36,3.21,3.09,4.97,5.0,3.48,4.31
E06373,3,2024-09-24,True,5.0,2.65,3.82,3.84,4.54,3.05,2.12,2.6
E06373,4,2025-02-05,True,5.0,3.69,4.71,3.73,4.6,3.65,2.75,1.58
E06373,5,2025-07-30,True,4.86,3.12,4.61,3.22,4.25,3.19,3.03,1.64
E06374,1,2024-02-23,True,3.88,4.79,4.49,5.0,5.0,3.49,4.84,3.98
E06374,2,2024-07-05,False,,,,,,,,
E06374,3,2024-10-27,True,4.87,4.32,4.9,3.61,3.8,3.24,5.0,3.25
E06374,4,2025-02-02,True,4.52,4.07,3.42,3.3,4.32,3.64,4.03,2.97
E06374,5,2025-08-01,True,4.05,4.81,3.0,3.11,5.0,3.55,5.0,3.23
E06375,1,2024-02-23,True,4.11,2.05,3.33,2.82,3.16,4.29,2.68,2.84
E06375,2,2024-07-03,True,2.94,3.13,2.37,2.36,3.2,1.85,2.89,1.42
E06375,3,2024-09-10,True,3.04,3.56,2.53,2.04,3.79,2.53,1.2,3.75
E06375,4,2025-02-06,True,3.31,4.13,2.38,3.1,3.17,2.79,1.6,3.55
E06375,5,2025-08-02,False,,,,,,,,
E06376,1,2024-03-08,True,2.92,3.8,2.56,3.42,3.68,4.03,1.68,4.03
E06376,2,2024-07-06,False,,,,,,,,
E06376,3,2024-09-24,True,3.49,3.75,3.29,2.95,3.54,3.97,1.76,4.25
E06376,4,2025-02-05,True,2.12,4.05,3.45,4.03,3.85,2.84,2.29,2.79
E06376,5,2025-07-25,True,2.39,3.62,2.21,3.22,4.37,3.26,1.21,2.59
E06377,1,2024-03-04,True,2.98,3.06,3.14,3.14,2.94,3.24,3.12,2.46
E06377,2,2024-06-24,True,2.41,3.71,2.66,2.99,2.63,3.3,2.59,2.38
E06377,3,2024-10-20,True,2.27,2.57,3.01,2.61,1.8,3.7,1.86,3.22
E06378,1,2024-02-23,True,4.16,3.69,4.82,4.41,4.15,3.62,3.78,3.88
E06378,2,2024-07-04,True,3.29,4.21,3.8,3.86,4.38,4.37,4.56,4.34
E06378,3,2024-09-06,True,3.26,4.52,4.11,4.54,4.03,5.0,3.8,4.78
E06378,4,2025-02-08,True,3.04,5.0,4.38,4.17,3.88,3.5,4.18,4.43
E06378,5,2025-07-26,True,2.97,4.08,3.75,4.53,4.36,3.48,3.99,3.07
E06379,1,2024-03-04,True,1.88,3.15,1.54,2.39,2.29,2.46,3.87,1.86
E06379,2,2024-07-06,True,1.79,2.78,1.0,2.61,2.61,2.69,2.42,1.91
E06379,3,2024-09-06,False,,,,,,,,
E06379,4,2025-02-03,True,1.92,2.42,1.0,2.81,3.1,3.75,2.36,1.0
E06379,5,2025-07-28,True,2.02,1.2,1.26,2.2,3.62,3.34,3.69,1.0
E06380,1,2024-02-25,True,3.18,3.83,3.78,3.65,3.17,3.59,3.54,3.06
E06380,2,2024-06-28,True,4.45,3.68,3.88,3.1,2.77,4.17,3.86,3.23
E06380,3,2024-10-30,False,,,,,,,,
E06380,4,2025-01-30,True,3.85,3.57,4.65,3.66,2.45,4.59,2.96,3.01
E06380,5,2025-08-07,True,3.31,3.16,3.46,3.38,2.84,3.19,2.15,2.47
E06381,1,2024-02-26,True,2.89,3.32,3.58,3.75,2.95,3.69,2.14,2.82
E06381,2,2024-06-26,True,3.02,3.84,3.96,4.3,2.92,4.25,1.67,2.94
E06381,3,2024-10-12,True,3.36,2.86,3.88,3.27,2.54,4.51,2.13,3.9
E06381,4,2025-02-02,True,4.37,3.07,3.85,2.36,2.89,3.54,1.39,4.25
E06381,5,2025-08-03,True,4.47,1.89,3.81,1.92,3.36,3.29,2.3,3.71
E06382,1,2024-03-07,True,3.4,3.83,1.37,1.99,4.17,3.57,2.76,3.08
E06382,2,2024-07-06,True,4.28,3.05,3.03,2.48,2.91,5.0,2.53,2.81
E06382,3,2024-09-01,True,3.58,2.84,3.28,2.77,2.09,4.22,3.4,3.2
E06382,4,2025-01-25,True,3.01,2.41,3.33,2.77,2.43,4.44,2.27,2.53
E06382,5,2025-07-28,True,1.82,2.17,2.78,1.94,3.53,4.64,3.94,3.48
E06383,1,2024-03-03,True,4.07,3.33,3.57,3.57,1.93,2.15,3.52,4.75
