employee_id,exit_date,exit_type,stated_exit_reason,notice_period_served,regrettable_flag,performance_band_at_exit,salary_at_exit,manager_id_at_exit,pathway
E06567,2025-06-13,voluntary,Career advancement,True,False,High Performer,78100.0,E01362,push
E06580,2025-05-20,voluntary,Career advancement,True,False,Meets Expectations,93600.0,E00509,push
E06606,2024-03-04,voluntary,Career advancement,True,False,Meets Expectations,146400.0,E00098,push
E06617,2025-08-22,voluntary,Compensation,True,False,Meets Expectations,322200.0,E05945,push
E06618,2025-02-28,voluntary,Career advancement,True,True,Outstanding,120100.0,E14258,push
E06629,2024-04-03,voluntary,Career advancement,True,False,Below Expectations,207000.0,E08585,push
E06636,2024-05-31,voluntary,Career advancement,True,False,Meets Expectations,134100.0,E03297,push
E06651,2024-05-14,voluntary,Better opportunity,True,False,Meets Expectations,72500.0,E03111,pull
E06658,2024-05-19,involuntary,Involuntary - performance,False,False,Unsatisfactory,59800.0,E03542,push
E06669,2024-02-02,voluntary,Better opportunity,True,True,High Performer,134800.0,E10672,pull
E06695,2024-10-31,voluntary,Career advancement,True,False,High Performer,230000.0,E05287,push
E06697,2024-07-31,involuntary,Involuntary - performance,True,False,Below Expectations,184000.0,E13516,push
E06722,2024-04-05,voluntary,Career advancement,True,True,Outstanding,135300.0,E00130,pull
E06749,2025-10-31,voluntary,Better opportunity,False,False,Meets Expectations,62300.0,E12561,pull
E06753,2025-05-30,voluntary,Study/career change,True,False,High Performer,155100.0,E00462,push
E06764,2024-02-29,voluntary,Career advancement,True,False,Outstanding,123100.0,E00454,pull
E06780,2024-04-20,voluntary,Career advancement,True,True,Outstanding,116800.0,E01615,pull
E06793,2025-01-31,voluntary,Career advancement,True,False,Below Expectations,121800.0,E10828,push
E06796,2024-06-27,voluntary,Personal reasons,True,False,High Performer,62800.0,E01728,push
E06801,2024-04-25,voluntary,Career advancement,True,False,High Performer,116600.0,E02496,pull
E06819,2025-10-18,voluntary,Better opportunity,True,False,High Performer,119600.0,E00721,pull
E06820,2024-10-18,involuntary,Involuntary - performance,True,False,Below Expectations,60800.0,E02908,push
E06823,2025-04-11,voluntary,Career advancement,True,False,High Performer,110500.0,E08312,pull
E06825,2024-06-21,voluntary,Career advancement,True,False,Meets Expectations,87200.0,E03209,push
E06828,2024-12-26,voluntary,Compensation,True,False,Meets Expectations,85700.0,E03192,push
E06841,2025-08-17,voluntary,Career advancement,True,False,Outstanding,139600.0,E02625,pull
E06842,2025-06-27,involuntary,Involuntary - performance,True,False,Unsatisfactory,138100.0,E08429,push
E06843,2024-04-30,voluntary,Career advancement,True,False,Below Expectations,126000.0,E03089,push
E06845,2024-12-31,voluntary,Better opportunity,True,False,High Performer,141300.0,E09160,pull
E06857,2025-11-10,voluntary,Career advancement,False,False,High Performer,136900.0,E10688,push
E06868,2024-10-01,voluntary,Career advancement,True,False,Unsatisfactory,101800.0,E00439,push
E06890,2025-01-31,involuntary,Involuntary - performance,True,False,Below Expectations,107000.0,E02893,push
E06932,2025-02-11,voluntary,Role uncertainty / unclear future,True,False,High Performer,103100.0,E02280,push
E06941,2025-02-17,involuntary,Involuntary - performance,True,False,Below Expectations,102300.0,E09181,push
E06961,2025-03-31,voluntary,Career advancement,True,False,Below Expectations,97300.0,E09572,push
E06966,2025-03-27,involuntary,Involuntary - performance,False,False,Below Expectations,129600.0,E00950,push
E06969,2025-10-25,voluntary,Career advancement,True,True,Below Expectations,56400.0,E03290,pull
E06973,2024-09-27,voluntary,Relocation,False,False,High Performer,140400.0,E00965,push
E06995,2025-05-28,voluntary,Career advancement,True,False,Outstanding,104700.0,E02228,pull
E06998,2024-05-31,voluntary,Career advancement,True,False,Meets Expectations,119200.0,E03570,push
E07000,2025-08-28,involuntary,Involuntary - performance,False,False,Unsatisfactory,80800.0,E10169,push
E07011,2025-03-18,voluntary,Career advancement,True,False,Below Expectations,63500.0,E02608,push
E07022,2025-05-09,involuntary,Involuntary - restructure,True,False,Outstanding,103500.0,E07267,push
E07028,2025-03-31,voluntary,Career advancement,True,False,Meets Expectations,102900.0,E02729,push
E07045,2025-05-02,voluntary,Role uncertainty / unclear future,True,True,Outstanding,81000.0,E02164,push
E07050,2025-09-19,voluntary,Career advancement,True,False,Below Expectations,62600.0,E00673,push
E07070,2024-06-14,involuntary,Involuntary - restructure,False,False,Meets Expectations,162500.0,E11309,push
E07074,2025-03-12,voluntary,Work-life balance,True,False,High Performer,140800.0,E08472,push
E07087,2024-08-17,involuntary,Involuntary - restructure,False,False,Meets Expectations,131400.0,E00658,push
E07109,2025-08-04,voluntary,Career advancement,True,False,High Performer,125000.0,E07764,push
E07118,2024-10-12,voluntary,Work-life balance,False,False,High Performer,141400.0,E01917,push
E07123,2025-02-07,voluntary,Career advancement,True,False,Outstanding,102100.0,E02826,pull
E07126,2024-05-31,voluntary,Career advancement,True,True,Meets Expectations,65400.0,E04875,pull
E07128,2024-12-13,voluntary,Career advancement,True,True,High Performer,72000.0,E01712,pull
E07131,2025-03-31,voluntary,Better opportunity,True,False,Meets Expectations,55100.0,E09655,pull
E07158,2024-11-29,voluntary,Career advancement,False,False,High Performer,67600.0,E02121,push
E07188,2024-12-28,voluntary,Career advancement,True,False,Meets Expectations,70500.0,E13309,pull
E07197,2024-03-18,involuntary,Involuntary - conduct,False,False,Meets Expectations,58400.0,E02925,push
E07216,2024-07-31,involuntary,Involuntary - performance,True,False,Below Expectations,124800.0,E08155,push
E07217,2025-05-30,voluntary,Better opportunity,True,False,High Performer,81300.0,E09582,pull
E07230,2025-07-13,voluntary,Better opportunity,True,True,Meets Expectations,101600.0,E00697,push
E07237,2024-07-12,voluntary,Career advancement,True,False,High Performer,75500.0,E11503,pull
E07257,2025-07-31,involuntary,Involuntary - performance,True,False,Unsatisfactory,55000.0,E01597,push
E07277,2025-11-07,voluntary,Work-life balance,False,False,Below Expectations,70200.0,E02519,push
E07296,2024-06-26,voluntary,Career advancement,True,False,High Performer,77600.0,E03142,pull
E07309,2024-04-19,voluntary,Career advancement,True,False,High Performer,234000.0,E05222,pull
E07310,2024-05-28,voluntary,Career advancement,True,False,Meets Expectations,78000.0,E02471,push
E07327,2024-04-19,voluntary,Career advancement,True,False,High Performer,116000.0,E05486,push
E07340,2025-01-24,voluntary,Career advancement,True,False,High Performer,244400.0,E00132,pull
E07345,2025-03-21,voluntary,Better opportunity,True,False,Below Expectations,181800.0,E01396,push
E07357,2024-11-29,voluntary,Career advancement,True,False,Meets Expectations,94800.0,E00544,push
E07365,2025-08-29,voluntary,Study/career change,True,False,Meets Expectations,79200.0,E01974,push
E07366,2024-11-01,voluntary,Career advancement,True,False,Meets Expectations,66500.0,E02135,push
E07373,2024-07-12,voluntary,Career advancement,True,False,Meets Expectations,152500.0,E09585,push
E07382,2025-02-06,voluntary,Career advancement,True,True,Outstanding,100400.0,E01741,pull
E07386,2024-11-02,voluntary,Career advancement,True,False,High Performer,93500.0,E02138,pull
E07420,2024-02-08,voluntary,Career advancement,True,True,Outstanding,58400.0,E03427,pull
E07422,2025-02-19,voluntary,Career advancement,True,True,Outstanding,124700.0,E06782,pull
E07428,2024-09-27,voluntary,Better opportunity,True,False,Outstanding,55300.0,E02177,pull
E07435,2024-10-11,voluntary,Career advancement,True,False,High Performer,133900.0,E09136,pull
E07437,2024-11-16,voluntary,Career advancement,True,False,High Performer,136700.0,E00620,push
E07449,2025-03-21,voluntary,Better opportunity,True,False,High Performer,97000.0,E03071,pull
E07450,2024-07-31,involuntary,Involuntary - performance,True,False,Unsatisfactory,144500.0,E01160,push
E07456,2025-06-03,involuntary,Involuntary - restructure,False,False,High Performer,134200.0,E12493,push
E07460,2024-04-30,involuntary,Involuntary - performance,False,False,Meets Expectations,132000.0,E10576,push
E07463,2025-11-12,voluntary,Better opportunity,True,False,High Performer,120300.0,E10466,pull
E07474,2024-02-24,voluntary,Career advancement,True,False,High Performer,56900.0,E02138,pull
E07482,2024-07-29,voluntary,Compensation,True,False,High Performer,67200.0,E02773,push
E07487,2025-05-30,involuntary,Involuntary - conduct,True,False,Meets Expectations,125600.0,E13584,push
E07489,2025-03-31,voluntary,Career advancement,True,True,Outstanding,108900.0,E04174,pull
E07491,2025-02-28,voluntary,Career advancement,True,False,Meets Expectations,78200.0,E07772,pull
E07499,2025-04-20,voluntary,Career advancement,True,False,Meets Expectations,91500.0,E04703,pull
E07500,2024-07-31,voluntary,Better opportunity,True,False,Meets Expectations,124100.0,E02726,push
E07516,2024-08-04,voluntary,Career advancement,True,False,Below Expectations,74200.0,E01413,push
E07517,2025-05-16,involuntary,Involuntary - restructure,True,False,Meets Expectations,149400.0,E07776,push
E07540,2025-10-05,voluntary,Career advancement,True,False,High Performer,55000.0,E02756,pull
E07556,2025-04-11,voluntary,Career advancement,True,False,Below Expectations,73300.0,E10329,push
E07595,2024-10-31,voluntary,Better opportunity,True,True,Outstanding,84300.0,E03363,pull
E07607,2024-01-31,voluntary,Work-life balance,True,False,Meets Expectations,115600.0,E02665,push
E07625,2025-04-21,voluntary,Career advancement,True,True,Outstanding,252000.0,E06357,pull
E07636,2024-05-14,involuntary,Involuntary - performance,True,False,Unsatisfactory,61600.0,E00290,push
E07644,2024-10-24,involuntary,Involuntary - performance,True,False,Below Expectations,89200.0,E02722,push
E07661,2025-10-10,voluntary,Better opportunity,True,False,High Performer,95400.0,E00373,pull
E07663,2025-08-25,involuntary,Involuntary - restructure,False,False,High Performer,121800.0,E02259,push
E07678,2025-01-10,voluntary,Career advancement,True,False,High Performer,55000.0,E01064,pull
E07686,2025-06-27,voluntary,Career advancement,True,False,Below Expectations,104900.0,E14312,push
E07698,2024-12-13,voluntary,Career advancement,True,True,Outstanding,155300.0,E13314,push
E07709,2025-08-01,involuntary,Involuntary - performance,False,False,Unsatisfactory,72200.0,E00181,push
E07711,2024-06-07,voluntary,Relocation,False,False,Meets Expectations,118900.0,E01477,push
E07735,2025-07-25,voluntary,Career advancement,True,False,Meets Expectations,147800.0,E14217,push
E07757,2024-03-23,voluntary,Career advancement,True,False,Meets Expectations,66500.0,E10337,push
E07775,2024-02-27,voluntary,Better opportunity,True,False,Meets Expectations,74700.0,E02978,pull
E07791,2024-12-07,voluntary,Career advancement,True,True,Outstanding,110000.0,E01417,pull
E07798,2025-05-23,voluntary,Career advancement,True,False,High Performer,62100.0,E02864,pull
E07820,2024-05-06,involuntary,Involuntary - performance,False,False,Meets Expectations,85000.0,E02760,push
E07834,2025-11-07,involuntary,Involuntary - performance,False,False,Unsatisfactory,97900.0,E13148,push
E07838,2024-03-29,voluntary,Better opportunity,True,True,Outstanding,91300.0,E01194,pull
E07850,2024-08-25,voluntary,Career advancement,True,False,Meets Expectations,104100.0,E11029,pull
E07865,2024-03-16,voluntary,Career advancement,True,False,Outstanding,104000.0,E14259,pull
E07880,2025-03-05,voluntary,Career advancement,True,False,Meets Expectations,88700.0,E02962,push
E07884,2024-03-29,voluntary,Better opportunity,True,True,High Performer,60600.0,E01300,pull
E07893,2025-06-25,voluntary,Better opportunity,True,False,Meets Expectations,104100.0,E05696,pull
E07906,2025-10-11,voluntary,Better opportunity,True,False,Meets Expectations,155800.0,E00423,push
E07910,2024-06-28,involuntary,Involuntary - performance,False,False,Unsatisfactory,112400.0,E14150,push
E07914,2024-06-02,involuntary,Involuntary - performance,False,False,Below Expectations,75400.0,E02159,push
E07921,2025-08-29,voluntary,Career advancement,True,False,Meets Expectations,156300.0,E07509,push
E07940,2024-06-28,voluntary,Work-life balance,True,False,Unsatisfactory,81800.0,E03066,push
E07967,2025-01-23,involuntary,Involuntary - restructure,True,False,Meets Expectations,211400.0,E07493,push
E07985,2024-05-31,voluntary,Career advancement,True,False,Below Expectations,131100.0,E00562,push
E07993,2024-04-19,voluntary,Career advancement,True,False,Meets Expectations,83100.0,E00040,push
E07995,2024-09-09,voluntary,Career advancement,True,False,Outstanding,110600.0,E01164,push
E08000,2025-06-13,voluntary,Better opportunity,True,True,Meets Expectations,108800.0,E05579,pull
E08024,2025-02-07,voluntary,Compensation,True,False,Meets Expectations,93400.0,E10958,push
E08029,2025-10-31,voluntary,Compensation,True,False,Below Expectations,127400.0,E02781,push
E08042,2024-08-30,voluntary,Career advancement,True,False,Meets Expectations,111200.0,E13099,push
E08054,2025-02-28,voluntary,Career advancement,True,False,Below Expectations,106300.0,E08076,push
E08061,2024-11-15,voluntary,Career advancement,True,True,Outstanding,142400.0,E02100,pull
E08063,2025-09-30,voluntary,Career advancement,True,False,Meets Expectations,233000.0,E07693,push
E08069,2025-01-10,involuntary,Involuntary - restructure,False,False,High Performer,134100.0,E06940,push
E08072,2024-05-17,involuntary,Involuntary - performance,True,False,Below Expectations,155500.0,E12449,push
E08079,2025-02-21,involuntary,Involuntary - conduct,False,False,High Performer,161400.0,E10850,push
E08082,2025-05-31,voluntary,Career advancement,True,False,Meets Expectations,90600.0,E03328,push
E08107,2025-10-31,involuntary,Involuntary - performance,False,False,Unsatisfactory,130500.0,E02862,push
E08115,2025-03-29,voluntary,Better opportunity,True,False,Meets Expectations,129700.0,E09646,pull
E08118,2024-11-12,voluntary,Career advancement,True,False,High Performer,67400.0,E00798,push
E08119,2025-11-28,voluntary,Better opportunity,True,False,High Performer,111400.0,E01806,pull
E08132,2024-06-21,voluntary,Career advancement,True,False,Below Expectations,144800.0,E09244,push
E08152,2024-08-30,voluntary,Career advancement,True,False,High Performer,190700.0,E09066,push
E08155,2025-02-21,involuntary,Involuntary - restructure,True,False,High Performer,158700.0,E00857,push
E08170,2025-04-21,voluntary,Career advancement,True,False,Meets Expectations,136600.0,E06078,push
E08208,2024-11-29,voluntary,Career advancement,True,False,Meets Expectations,67100.0,E00850,push
E08211,2024-04-18,voluntary,Career advancement,True,False,Meets Expectations,117800.0,E02677,push
E08218,2024-09-06,voluntary,Career advancement,True,False,High Performer,69300.0,E04885,push
E08233,2024-02-26,voluntary,Career advancement,True,False,High Performer,128400.0,E02084,push
E08234,2025-05-16,voluntary,Career advancement,True,False,High Performer,92900.0,E05878,push
E08235,2024-02-29,involuntary,Involuntary - performance,True,False,Unsatisfactory,115300.0,E00846,push
E08256,2024-08-30,voluntary,Career advancement,True,False,High Performer,147200.0,E01057,push
E08276,2025-05-09,voluntary,Career advancement,True,False,Below Expectations,168200.0,E00175,push
E08277,2024-12-27,voluntary,Career advancement,True,False,Meets Expectations,111600.0,E06573,push
E08285,2024-11-03,voluntary,Career advancement,True,False,Meets Expectations,58200.0,E00285,push
E08293,2024-11-02,voluntary,Better opportunity,True,True,High Performer,64700.0,E02109,pull
E08294,2025-01-18,voluntary,Career advancement,True,False,High Performer,56200.0,E06286,pull
E08295,2025-02-08,involuntary,Involuntary - restructure,False,False,Meets Expectations,75700.0,E02454,push
E08300,2024-09-20,involuntary,Involuntary - restructure,True,False,Meets Expectations,205000.0,E02636,push
E08316,2025-10-30,voluntary,Personal reasons,False,False,Meets Expectations,60900.0,E07696,push
E08317,2025-03-07,involuntary,Involuntary - performance,True,False,Meets Expectations,85600.0,E11186,push
E08330,2024-09-21,voluntary,Career advancement,True,False,Meets Expectations,77500.0,E01037,push
E08333,2024-09-30,voluntary,Career advancement,True,False,Meets Expectations,176200.0,E05799,pull
E08362,2024-03-01,voluntary,Career advancement,True,False,High Performer,123500.0,E00693,push
E08384,2025-10-17,voluntary,Better opportunity,True,False,Meets Expectations,136400.0,E00010,pull
E08395,2024-07-01,voluntary,Career advancement,True,False,Meets Expectations,117900.0,E02959,push
E08400,2025-07-04,involuntary,Involuntary - conduct,True,False,High Performer,59700.0,E03735,push
E08401,2024-09-13,voluntary,Better opportunity,True,False,High Performer,167000.0,E03996,pull
E08410,2024-09-17,voluntary,Better opportunity,True,False,Meets Expectations,73200.0,E04371,pull
E08412,2024-09-20,voluntary,Career advancement,True,False,Outstanding,71200.0,E08155,pull
E08455,2025-08-01,voluntary,Personal reasons,True,False,Meets Expectations,139600.0,E01357,push
E08463,2024-05-25,voluntary,Better opportunity,True,False,High Performer,152400.0,E10861,pull
E08466,2025-05-05,involuntary,Involuntary - performance,False,False,Meets Expectations,60800.0,E01893,push
E08479,2025-10-21,voluntary,Career advancement,True,False,High Performer,122000.0,E00548,push
E08481,2024-06-28,involuntary,Involuntary - performance,False,False,Below Expectations,101600.0,E00742,push
E08486,2024-12-27,voluntary,Personal reasons,False,False,High Performer,142200.0,E01815,push
E08508,2025-08-01,voluntary,Relocation,True,False,High Performer,132600.0,E07459,push
E08525,2024-08-30,voluntary,Compensation,True,False,High Performer,197600.0,E13928,push
E08536,2024-04-07,voluntary,Career advancement,True,False,High Performer,126000.0,E12521,pull
E08541,2025-08-29,voluntary,Career advancement,True,False,Below Expectations,499400.0,E09267,push
E08546,2024-06-07,voluntary,Career advancement,True,False,Meets Expectations,146100.0,E03570,push
E08547,2024-06-07,voluntary,Personal reasons,True,False,Below Expectations,100100.0,E03008,push
E08553,2024-03-25,involuntary,Involuntary - performance,False,False,Below Expectations,148300.0,E02721,push
E08569,2025-06-07,voluntary,Better opportunity,False,True,Outstanding,56400.0,E00453,pull
E08594,2024-11-23,involuntary,Involuntary - performance,False,False,Unsatisfactory,116000.0,E02061,push
E08609,2024-04-21,voluntary,Better opportunity,True,False,High Performer,164400.0,E11798,pull
E08621,2024-12-27,voluntary,Better opportunity,True,False,Outstanding,143200.0,E04612,pull
E08622,2024-04-12,voluntary,Better opportunity,True,True,Outstanding,138200.0,E11414,push
E08625,2024-06-28,voluntary,Career advancement,True,False,Meets Expectations,87400.0,E01118,push
E08629,2025-05-04,involuntary,Involuntary - performance,False,False,Unsatisfactory,126300.0,E01923,push
E08646,2024-03-15,involuntary,Involuntary - restructure,True,False,Meets Expectations,127100.0,E05766,push
E08647,2024-10-25,involuntary,Involuntary - performance,True,False,Below Expectations,108100.0,E04714,push
E08684,2025-10-09,voluntary,Role uncertainty / unclear future,True,False,Below Expectations,148600.0,E01473,push
E08691,2025-03-21,voluntary,Career advancement,True,False,High Performer,111400.0,E14184,push
E08693,2025-01-02,voluntary,Better opportunity,True,False,High Performer,320500.0,E04996,pull
E08697,2024-11-07,voluntary,Career advancement,True,False,High Performer,100400.0,E03313,pull
E08717,2025-06-11,voluntary,Career advancement,True,False,Meets Expectations,93300.0,E03735,push
E08727,2024-05-03,voluntary,Compensation,True,False,Meets Expectations,121700.0,E10828,push
E08732,2025-01-31,voluntary,Role uncertainty / unclear future,True,False,Meets Expectations,72700.0,E02925,push
E08756,2025-04-30,involuntary,Involuntary - performance,False,False,Meets Expectations,136300.0,E03059,push
E08758,2024-05-09,voluntary,Career advancement,True,False,Meets Expectations,134900.0,E13083,push
E08759,2024-09-10,voluntary,Better opportunity,True,False,High Performer,61800.0,E02821,pull
E08761,2025-07-25,involuntary,Involuntary - performance,False,False,Below Expectations,133800.0,E08263,push
E08799,2025-06-30,voluntary,Career advancement,True,False,Meets Expectations,86700.0,E14013,push
E08809,2025-11-21,voluntary,Better opportunity,False,True,High Performer,70200.0,E02163,pull
E08820,2024-07-12,voluntary,Better opportunity,True,False,Unsatisfactory,133400.0,E12490,push
E08828,2025-04-30,voluntary,Better opportunity,True,False,High Performer,125600.0,E01900,pull
E08839,2025-07-04,voluntary,Career advancement,True,False,High Performer,145400.0,E07835,pull
E08846,2024-06-21,voluntary,Career advancement,True,True,High Performer,115500.0,E05735,pull
E08881,2024-03-29,voluntary,Career advancement,True,False,Meets Expectations,95500.0,E02541,push
E08883,2025-04-29,voluntary,Career advancement,True,False,High Performer,80700.0,E05526,push
E08886,2024-04-05,voluntary,Personal reasons,True,False,Meets Expectations,128300.0,E01870,push
E08890,2024-10-11,voluntary,Career advancement,False,True,Outstanding,93400.0,E01351,push
E08894,2024-07-04,voluntary,Career advancement,False,False,Meets Expectations,120300.0,E02592,push
E08896,2025-04-12,voluntary,Better opportunity,True,False,Outstanding,57600.0,E02068,pull
E08899,2024-05-31,voluntary,Better opportunity,True,False,Meets Expectations,123600.0,E00917,push
E08912,2025-01-10,voluntary,Study/career change,True,False,High Performer,137900.0,E02820,push
E08919,2024-11-29,involuntary,Involuntary - restructure,True,False,Meets Expectations,63100.0,E00965,push
E08921,2025-09-19,voluntary,Career advancement,True,False,Meets Expectations,118000.0,E01588,push
E08928,2024-09-20,voluntary,Role uncertainty / unclear future,True,False,Meets Expectations,73000.0,E07680,push
E08953,2024-08-30,voluntary,Career advancement,True,False,Meets Expectations,88100.0,E02175,pull
E08959,2024-06-24,voluntary,Better opportunity,True,False,High Performer,105100.0,E00767,pull
E08972,2024-04-19,involuntary,Involuntary - performance,False,False,Below Expectations,63100.0,E02458,push
E09015,2025-06-08,voluntary,Personal reasons,True,False,Below Expectations,100600.0,E09834,push
E09031,2024-04-12,involuntary,Involuntary - performance,False,False,Unsatisfactory,130800.0,E06405,push
E09049,2024-09-30,voluntary,Compensation,True,False,High Performer,116600.0,E06573,push
E09132,2024-07-12,voluntary,Better opportunity,True,False,Below Expectations,119400.0,E06116,pull
E09151,2024-12-23,voluntary,Career advancement,True,False,High Performer,328300.0,E12885,push
E09168,2025-06-13,voluntary,Career advancement,True,False,Below Expectations,123800.0,E10896,push
E09172,2024-11-18,involuntary,Involuntary - restructure,True,False,Meets Expectations,108100.0,E00591,push
E09181,2024-03-15,voluntary,Career advancement,True,False,Outstanding,132300.0,E11836,pull
E09227,2025-07-11,voluntary,Work-life balance,True,False,Below Expectations,118500.0,E13941,push
E09269,2024-05-07,voluntary,Better opportunity,True,False,Outstanding,164100.0,E08578,pull
E09304,2024-08-01,voluntary,Career advancement,True,False,Meets Expectations,227700.0,E05010,push
E09324,2025-06-17,voluntary,Career advancement,True,False,Meets Expectations,76300.0,E14226,push
E09346,2024-05-25,voluntary,Career advancement,False,False,Meets Expectations,130900.0,E04475,pull
E09347,2025-05-16,involuntary,Involuntary - conduct,True,False,Meets Expectations,85600.0,E12896,push
E09353,2024-07-26,voluntary,Career advancement,True,True,Outstanding,73400.0,E01394,pull
E09368,2025-02-28,voluntary,Career advancement,True,False,High Performer,65000.0,E10487,pull
E09374,2024-10-14,voluntary,Better opportunity,False,False,High Performer,55000.0,E06427,pull
E09403,2024-10-01,voluntary,Work-life balance,True,False,Meets Expectations,80000.0,E00240,push
E09444,2024-12-31,voluntary,Career advancement,True,False,High Performer,113900.0,E02395,push
E09450,2025-03-18,voluntary,Career advancement,False,False,Meets Expectations,94000.0,E00236,push
E09452,2024-02-16,voluntary,Better opportunity,True,False,High Performer,56600.0,E02684,pull
E09453,2025-06-30,voluntary,Career advancement,True,False,Meets Expectations,132600.0,E00017,push
E09456,2025-06-02,voluntary,Career advancement,True,True,Meets Expectations,98200.0,E01596,push
E09461,2024-05-16,voluntary,Better opportunity,True,False,High Performer,102900.0,E03011,pull
E09471,2024-06-28,voluntary,Career advancement,True,True,Outstanding,123800.0,E02085,pull
E09498,2025-09-26,voluntary,Better opportunity,True,True,Outstanding,181300.0,E07814,pull
E09508,2024-08-03,voluntary,Better opportunity,True,False,Outstanding,146000.0,E11695,pull
E09603,2024-02-01,voluntary,Career advancement,True,False,High Performer,124500.0,E01076,push
E09606,2024-08-30,voluntary,Career advancement,True,False,Meets Expectations,86100.0,E07675,push
E09624,2024-03-06,voluntary,Career advancement,True,False,Below Expectations,133400.0,E02231,push
E09635,2025-03-22,voluntary,Relocation,True,True,Outstanding,196700.0,E02377,push
E09646,2024-07-19,voluntary,Work-life balance,True,False,Unsatisfactory,134500.0,E05673,push
E09677,2024-10-05,voluntary,Career advancement,True,False,Meets Expectations,86000.0,E02665,push
E09687,2025-11-21,voluntary,Career advancement,True,False,High Performer,117500.0,E03237,pull
E09689,2025-05-16,voluntary,Better opportunity,True,False,Meets Expectations,141500.0,E02810,pull
E09691,2024-03-16,voluntary,Career advancement,True,False,Meets Expectations,127200.0,E02007,pull
E09710,2024-06-19,involuntary,Involuntary - performance,True,False,Below Expectations,110100.0,E07680,push
E09730,2024-06-21,voluntary,Career advancement,True,False,Meets Expectations,114300.0,E02932,push
E09751,2025-02-28,voluntary,Work-life balance,True,False,Unsatisfactory,67000.0,E02138,push
E09760,2024-03-22,voluntary,Career advancement,True,False,Meets Expectations,122400.0,E02199,push
E09766,2025-06-06,voluntary,Better opportunity,False,False,High Performer,102500.0,E00675,pull
E09790,2025-02-24,voluntary,Career advancement,True,False,Below Expectations,144200.0,E03222,push
E09809,2024-02-29,voluntary,Career advancement,True,False,Below Expectations,55000.0,E02828,push
E09811,2025-05-30,involuntary,Involuntary - performance,True,False,Unsatisfactory,126500.0,E02260,push
E09834,2025-10-28,voluntary,Role uncertainty / unclear future,True,False,Meets Expectations,119400.0,E10323,push
E09843,2025-06-03,voluntary,Career advancement,False,False,Below Expectations,59300.0,E01361,push
E09849,2024-09-24,voluntary,Study/career change,True,False,Meets Expectations,119700.0,E08076,push
E09866,2024-02-09,voluntary,Career advancement,True,False,High Performer,153800.0,E11736,push
E09875,2025-07-11,voluntary,Career advancement,True,False,Below Expectations,102500.0,E05545,push
E09885,2024-05-31,voluntary,Career advancement,True,False,Below Expectations,156700.0,E00029,push
E09897,2025-05-02,voluntary,Career advancement,True,False,High Performer,57400.0,E13430,pull
E09923,2024-10-11,involuntary,Involuntary - performance,True,False,Unsatisfactory,159700.0,E00204,push
E09924,2024-10-04,voluntary,Better opportunity,True,False,Outstanding,125100.0,E00014,pull
E09967,2025-08-08,voluntary,Career advancement,True,False,Below Expectations,105800.0,E00139,push
E09974,2024-08-23,voluntary,Career advancement,False,False,Below Expectations,56200.0,E11272,push
E09979,2024-04-05,voluntary,Career advancement,True,False,Meets Expectations,55000.0,E00639,pull
E10010,2025-08-24,voluntary,Career advancement,True,False,Meets Expectations,104400.0,E03196,push
E10027,2025-03-31,voluntary,Better opportunity,False,False,Outstanding,135500.0,E01430,pull
E10031,2025-02-28,involuntary,Involuntary - performance,False,False,Below Expectations,142700.0,E05384,push
E10061,2024-12-30,voluntary,Relocation,True,False,Meets Expectations,192500.0,E01206,push
E10072,2024-07-30,voluntary,Career advancement,True,False,High Performer,112500.0,E07594,pull
E10076,2025-01-31,voluntary,Work-life balance,False,False,Meets Expectations,255700.0,E01001,push
E10077,2024-06-14,voluntary,Better opportunity,True,False,Below Expectations,61300.0,E02960,push
E10080,2024-11-22,voluntary,Career advancement,False,False,Meets Expectations,70200.0,E04875,push
E10127,2025-10-10,voluntary,Better opportunity,True,False,High Performer,81700.0,E00435,push
E10130,2024-07-26,voluntary,Career advancement,True,False,Meets Expectations,80600.0,E02153,push
E10138,2025-11-01,voluntary,Study/career change,True,False,High Performer,124100.0,E02857,push
E10150,2024-05-10,involuntary,Involuntary - performance,True,False,Below Expectations,119100.0,E02634,push
E10159,2025-07-05,voluntary,Career advancement,True,False,High Performer,74800.0,E10620,push
E10164,2025-04-04,involuntary,Involuntary - performance,False,False,Unsatisfactory,196300.0,E13776,push
E10167,2024-10-11,voluntary,Better opportunity,True,False,High Performer,118300.0,E07533,pull
E10171,2024-10-29,voluntary,Better opportunity,True,False,Meets Expectations,215100.0,E13532,pull
E10173,2024-11-01,voluntary,Better opportunity,True,True,Outstanding,216900.0,E04998,pull
E10181,2024-04-08,voluntary,Better opportunity,True,False,High Performer,162000.0,E03455,push
E10188,2025-11-29,voluntary,Better opportunity,True,False,High Performer,120100.0,E04889,pull
E10195,2024-11-29,voluntary,Career advancement,False,False,High Performer,209000.0,E10995,push
E10197,2025-08-08,voluntary,Better opportunity,True,True,High Performer,71600.0,E03257,pull
E10219,2025-04-17,involuntary,Involuntary - conduct,True,False,Meets Expectations,108300.0,E00909,push
E10221,2025-01-17,voluntary,Career advancement,True,False,High Performer,181800.0,E13889,pull
E10239,2024-10-13,voluntary,Compensation,True,False,High Performer,197000.0,E08033,push
E10241,2024-08-16,voluntary,Career advancement,True,False,Below Expectations,85500.0,E01798,push
